patientid,statusid,name,description,staffid,datein,dateout,time_in,time_out,time_duration,census_reason_id,census_reason_txt,reason_txt,display_id
16439,1,Oliver,Sick,M11,4/14/2023 16:25:27,4/14/2023 16:54:50,16:25,16:54,29 m,,intermittent vomiting,,MET
16439,1,Oliver,TNT,M11,5/19/2023 10:11:02,5/19/2023 10:15:39,10:11,10:15,4 m,,NT & Revolution applied,,MET
16439,1,Oliver,TNT,M11,6/19/2023 14:16:32,6/19/2023 14:28:40,14:16,14:28,12 m,,NT & Revolution applied,,MET
16439,1,Oliver,TNT,M19,7/17/2023 14:28:12,7/17/2023 14:35:18,14:28,14:35,7 m,,,,MET
4534,1,Nib,Emergency,11,9/14/2022 18:17:22,9/14/2022 19:15:53,18:17,19:15,58 m,,vomited/peeing & panting,,MPV
18349,1,Frank,Preventative Care Exam,6,1/31/2023 18:48:56,1/31/2023 19:02:34,18:48,19:02,14 m,,RCP,,MPV
4534,1,Nib,Senior Exam,11,4/19/2023 19:06:22,4/19/2023 19:22:48,19:06,19:22,16 m,,,,MPV
20552,1,Jubbly,Senior Exam,6,9/2/2022 11:13:54,9/2/2022 11:32:34,11:13,11:32,19 m,,,,MET
17896,1,Stella,Technician Appointment,TK,8/24/2022 15:35:55,8/24/2022 15:45:47,15:35,15:45,10 m,,,,MPV
17896,1,Stella,Technician Appointment,TK,11/16/2022 9:17:16,11/16/2022 9:23:33,9:17,9:23,6 m,,Cytopoint,,MPV
17896,1,Stella,Preventative Care Exam,24,2/22/2023 10:32:09,2/22/2023 10:58:16,10:32,10:58,26 m,,,,MPV
17896,1,Stella,Sick,19,3/10/2023 11:14:57,3/10/2023 11:42:01,11:14,11:42,28 m,,,,MPV
17896,1,Stella,Technician Appointment,LTK,5/9/2023 10:23:32,5/9/2023 10:28:43,10:23,10:28,5 m,,Cytopoint inj,,LVH
17896,1,Stella,Cytopoint Injection,TK,8/3/2023 16:26:19,8/3/2023 16:35:58,16:26,16:35,9 m,,,,MPV
583,1,Buck,Senior Exam,4,4/29/2023 11:27:23,4/29/2023 12:09:33,11:27,12:09,42 m,,,,MPV
481,1,Benny,Senior Exam,4,4/29/2023 11:27:38,4/29/2023 12:09:33,11:27,12:09,42 m,,,,MPV
27121,1,Ellie,Surgery,4,10/24/2022 7:38:44,10/24/2022 17:05:49,7:38,17:05,9 h 27 m,,ovh,,MPV
27121,1,Ellie,Preventative Care Exam,M11,2/21/2023 10:41:49,2/21/2023 11:03:13,10:41,11:03,22 m,,,,MET
27121,1,Ellie,Technician Appointment,MTK,3/14/2023 10:36:29,3/14/2023 10:40:28,10:36,10:40,4 m,,lyme  lepto,,MET
27121,1,Ellie,Sick,M11,7/25/2023 15:33:04,7/25/2023 15:58:34,15:33,15:58,25 m,,rash,,MET
27841,1,Herschel,New Pet,M24,6/17/2023 8:56:20,6/17/2023 9:30:58,8:56,9:30,34 m,,pce,,MET
27841,1,Herschel,Preventative Care Exam,M16,7/8/2023 9:00:57,7/8/2023 9:27:58,9:00,9:27,27 m,,,,MET
19001,1,Cooper,Preventative Care Exam,11,6/7/2023 19:22:19,6/7/2023 20:02:38,19:22,20:02,40 m,,,,MPV
19001,1,Cooper,Preventative Care Exam,11,6/21/2023 17:42:50,6/21/2023 18:04:46,17:42,18:04,22 m,,"Wellness, vacc",,MPV
17889,1,Sony,Preventative Care Exam,24,3/24/2023 14:28:10,3/24/2023 15:23:24,14:28,15:23,55 m,,,,MPV
17889,1,Sony,Lab Work,TK,5/10/2023 16:30:03,5/10/2023 17:00:19,16:30,17:00,30 m,,Total Health + u/a out,,MPV
28220,1,Graham,Sick,L12,9/13/2022 15:28:23,9/13/2022 15:54:46,15:28,15:54,26 m,,limping on front paw,,LVH
17702,1,Fletcher,Surgery,4,11/7/2022 7:40:14,11/8/2022 11:07:54,7:40,11:07,1 d 3 h 27 m,,Canine castration,,MPV
28220,1,Graham,Sick,L12,3/7/2023 15:06:17,3/7/2023 15:37:23,15:06,15:37,31 m,,,,LVH
29424,1,Frodo,New Client,19,9/19/2022 8:17:10,9/19/2022 9:19:42,8:17,9:19,1 h 2 m,,,,MPV
29425,3,Samantha,New Client,19,9/19/2022 8:17:21,9/19/2022 9:19:42,8:17,9:19,1 h 2 m,,,,MPV
29425,3,Samantha,Technician Appointment,TK,10/10/2022 9:26:55,10/10/2022 9:45:48,9:26,9:45,19 m,,rcp booster,,MPV
29424,1,Frodo,Technician Appointment,TK,10/10/2022 9:27:07,10/10/2022 9:45:48,9:27,9:45,18 m,,rcp booster,,MPV
29425,3,Samantha,Surgery,4,2/14/2023 7:32:40,2/15/2023 11:17:06,7:32,11:17,1 d 3 h 45 m,,Feline OVH,,MPV
21148,1,Nolan,Preventative Care Exam,L12,11/4/2022 13:31:28,11/4/2022 14:12:10,13:31,14:12,41 m,,RCP,,LVH
17525,1,Hammy,Sick,16,8/11/2022 8:47:12,8/11/2022 17:44:40,8:47,17:44,8 h 57 m,,,,MPV
17525,1,Hammy,Recheck,16,9/1/2022 10:20:26,9/1/2022 11:07:56,10:20,11:07,47 m,,,,MPV
17525,1,Hammy,Technician Appointment,TK,9/9/2022 10:22:18,9/9/2022 10:28:31,10:22,10:28,6 m,,Cytopoint,,MPV
17525,1,Hammy,Recheck,16,9/23/2022 10:20:22,9/23/2022 11:03:17,10:20,11:03,43 m,,ear infection,,MPV
17525,1,Hammy,Emergency,16,10/13/2022 8:26:17,10/13/2022 9:28:47,8:26,9:28,1 h 2 m,,blood/pus coming from ears,,MPV
17525,1,Hammy,Recheck,4,10/28/2022 8:28:12,10/28/2022 9:01:17,8:28,9:01,33 m,,ears,,MPV
17525,1,Hammy,Sick,16,11/15/2022 11:08:41,11/15/2022 11:45:17,11:08,11:45,37 m,,bloody stools,,MPV
17525,1,Hammy,Technician Appointment,TK,12/9/2022 15:56:56,12/9/2022 16:01:58,15:56,16:01,5 m,,Cytopoint inj,,MPV
17525,1,Hammy,Senior Exam,16,7/13/2023 9:29:14,7/13/2023 10:03:33,9:29,10:03,34 m,,,,MPV
13485,1,Crush,Exotic Exam,L24,5/31/2023 14:39:46,5/31/2023 15:04:13,14:39,15:04,25 m,,Took a fall off shoulder,,LVH
11052,1,Kovu,Preventative Care Exam,L19,8/19/2022 16:19:33,8/19/2022 16:38:45,16:19,16:38,19 m,,vacc,,LVH
11052,1,Kovu,Sick,6,10/20/2022 16:41:17,10/20/2022 17:13:07,16:41,17:13,32 m,,vomitting blood,,MPV
29534,1,Sophie,New Pet,19,9/12/2022 15:18:45,9/12/2022 16:15:20,15:18,16:15,57 m,,kitten pce,,MPV
17385-6,1,Maggie,Senior Exam,19,9/12/2022 15:18:59,9/12/2022 16:15:20,15:18,16:15,57 m,,,,MPV
17385-6,1,Maggie,Recheck,19,9/19/2022 9:42:50,9/19/2022 10:10:32,9:42,10:10,28 m,,ears,,MPV
29534,1,Sophie,Preventative Care Exam,11,10/3/2022 11:34:12,10/3/2022 12:03:54,11:34,12:03,29 m,,next kitten,,MPV
29534,1,Sophie,Preventative Care Exam,11,10/24/2022 9:53:37,10/24/2022 10:22:55,9:53,10:22,29 m,,next kitten,,MPV
29534,1,Sophie,Surgery,6,1/25/2023 8:01:37,1/26/2023 12:38:47,8:01,12:38,1 d 4 h 37 m,,Feline OVH,,MPV
17385-6,1,Maggie,Senior Exam,19,1/30/2023 8:23:11,1/30/2023 8:45:41,8:23,8:45,22 m,,,,MPV
31526,1,Lucy,New Pet,24,2/17/2023 11:12:00,2/17/2023 11:54:24,11:11,11:54,43 m,,vx,,MPV
17385-6,1,Maggie,Sick,24,4/21/2023 16:23:20,4/21/2023 16:56:44,16:23,16:56,33 m,,,,MPV
17385-6,1,Maggie,Recheck,24,5/5/2023 12:54:34,5/5/2023 13:29:46,12:54,13:29,35 m,,ears,,MPV
18906,1,Sadie,TNT,TK,1/5/2023 19:24:36,1/5/2023 19:34:47,19:24,19:34,10 m,,,,MPV
18906,1,Sadie,TNT,TK,4/10/2023 16:31:48,4/10/2023 16:40:22,16:31,16:40,9 m,,,,MPV
18906,1,Sadie,TNT,TK,6/15/2023 14:08:39,6/15/2023 14:17:21,14:08,14:17,9 m,,,,MPV
30199,1,Sophy,New Client,L16,10/24/2022 10:37:27,10/24/2022 11:49:11,10:37,11:49,1 h 12 m,,,,LVH
30198,1,Elsie,New Client,L16,10/24/2022 15:51:40,10/24/2022 16:59:03,15:51,16:59,1 h 8 m,,,,LVH
30198,1,Elsie,,L12,10/25/2022 14:43:55,10/25/2022 14:52:00,14:43,14:52,9 m,,,,LVH
30198,1,Elsie,Technician Appointment,L16,11/7/2022 10:04:25,11/7/2022 10:32:26,10:04,10:32,28 m,,collecting urine,,LVH
21784,1,Arthur,Preventative Care Exam,6,12/16/2022 15:59:18,12/16/2022 16:18:55,15:59,16:18,19 m,,,,MPV
21784,1,Arthur,Sick,19,3/9/2023 11:55:35,3/9/2023 12:23:57,11:55,12:23,28 m,,,,MPV
21784,1,Arthur,Surgery,19,5/2/2023 8:14:09,5/2/2023 18:00:03,8:14,18:00,9 h 46 m,,K9 Castration/Dental,,MPV
1102,1,Akira,Senior Exam,19,5/12/2023 9:54:57,5/12/2023 10:27:47,9:54,10:27,33 m,,,,MPV
1102,1,Akira,Sick,24,5/22/2023 9:29:41,5/22/2023 10:01:30,9:29,10:01,32 m,,frequent urination,,MPV
1102,1,Akira,Sick,24,6/2/2023 13:20:01,6/2/2023 14:13:32,13:20,14:13,53 m,,,,MPV
1102,1,Akira,Surgery,24,6/5/2023 7:44:53,6/6/2023 15:30:36,7:44,15:30,1 d 7 h 46 m,,Cystotomy,,MPV
1102,1,Akira,Recheck,24,6/19/2023 10:55:05,6/19/2023 11:36:28,10:55,11:36,41 m,,recheck exam and urine,,MPV
1102,1,Akira,Recheck,24,7/20/2023 8:26:17,7/20/2023 14:30:44,8:26,14:30,6 h 4 m,,,,MPV
25324,1,Bodhi,Preventative Care Exam,16,10/7/2022 16:28:10,10/7/2022 17:06:37,16:28,17:06,38 m,,,,MPV
3775,1,Winnie,Sick,6,3/31/2023 13:15:37,3/31/2023 13:56:47,13:15,13:56,41 m,,leaking urine,,MPV
3775,1,Winnie,Diabetic Consultation,TK,4/5/2023 17:43:59,4/5/2023 18:29:02,17:43,18:29,46 m,,,,MPV
3775,1,Winnie,Lab Work,TK,4/17/2023 15:41:27,4/17/2023 15:59:17,15:41,15:59,18 m,,BG,,MPV
3775,1,Winnie,Technician Appointment,TK,5/16/2023 13:59:23,5/16/2023 14:10:10,13:59,14:10,11 m,,,,MPV
3775,1,Winnie,Senior Exam,4,6/28/2023 10:04:55,6/28/2023 10:47:15,10:04,10:47,43 m,,,,MPV
29375,1,Maya,New Pet,M22,8/5/2022 15:25:05,8/5/2022 16:06:12,15:25,16:06,41 m,,kitten pce,,MET
15002-1,1,Cookie,Not Wellness,4,8/15/2022 9:41:08,8/15/2022 10:09:15,9:41,10:09,28 m,,diahrrea,,MPV
29375,1,Maya,Preventative Care Exam,6,8/19/2022 8:26:45,8/19/2022 8:59:15,8:26,8:59,33 m,,,,MPV
15002-1,1,Cookie,Sick,6,8/19/2022 8:26:59,8/19/2022 8:59:15,8:26,8:59,33 m,,vomiting  not eating,,MPV
29375,1,Maya,Preventative Care Exam,4,9/12/2022 16:00:14,9/12/2022 16:40:55,16:00,16:40,40 m,,,,MPV
29375,1,Maya,Preventative Care Exam,4,10/4/2022 15:18:43,10/4/2022 15:58:35,15:18,15:58,40 m,,next kitten,,MPV
29375,1,Maya,Surgery,4,11/21/2022 8:06:06,11/22/2022 17:37:52,8:06,17:37,1 d 9 h 31 m,,Feline OVH,,MPV
15002-2,1,Krimpet,Senior Exam,4,2/16/2023 15:27:58,2/16/2023 16:14:25,15:27,16:14,47 m,,,,MPV
15002-1,1,Cookie,Senior Exam,4,2/16/2023 15:28:11,2/16/2023 16:14:25,15:28,16:14,46 m,,,,MPV
15002-2,1,Krimpet,Sick,4,6/27/2023 9:28:46,6/27/2023 9:50:18,9:28,9:50,22 m,,lump on left side,,MPV
15002-1,1,Cookie,Sick,4,7/24/2023 16:04:27,7/24/2023 16:39:05,16:04,16:39,35 m,,diarrhea off & on,,MPV
15002-2,1,Krimpet,Pre Surgical Exam,4,7/24/2023 16:04:39,7/24/2023 16:39:05,16:04,16:39,35 m,,OAT & Lipoma removals,,MPV
10532,1,Murphy,Sick,16,1/11/2023 18:40:09,1/11/2023 19:30:24,18:40,19:30,50 m,,vomitting,,MPV
4586,1,Carter,Preventative Care Exam,19,11/12/2022 12:16:03,11/12/2022 13:14:24,12:16,13:14,58 m,,,,MPV
4595,1,Molly,Senior Exam,19,11/12/2022 12:16:26,11/12/2022 13:14:24,12:16,13:14,58 m,,,,MPV
20396,1,Smith,Lab Work,TK,2/6/2023 10:55:41,2/6/2023 11:41:39,10:55,11:41,46 m,,,,MPV
14129,1,Wesson,Sick,11,2/6/2023 10:55:52,2/6/2023 11:41:39,10:55,11:41,46 m,,,,MPV
20396,1,Smith,Preventative Care Exam,M6,3/24/2023 12:47:09,3/24/2023 12:57:25,12:47,12:57,10 m,,,,MET
14129,1,Wesson,Preventative Care Exam,M11,3/31/2023 12:31:58,3/31/2023 12:48:26,12:31,12:48,17 m,,,,MET
26040,1,Moose,Emergency,11,6/26/2023 15:27:44,6/26/2023 16:27:30,15:27,16:27,0 h 60 m,,,,MPV
29200,1,Puppy 1,New Pet,L16,8/8/2022 18:54:29,8/8/2022 19:13:45,18:54,19:13,19 m,,1st vaccines and fecal,,LVH
19567,1,Maple,Preventative Care Exam,L12,6/29/2023 9:41:36,6/29/2023 10:12:09,9:41,10:12,31 m,,,,LVH
30986,1,Trigger,Pre Surgical Exam,4,2/13/2023 17:29:57,2/13/2023 17:58:26,17:29,17:58,29 m,,New C/P- castration +/- pex,,MPV
30986,1,Trigger,Surgery,4,2/27/2023 7:28:48,2/28/2023 10:28:33,7:28,10:28,1 d 2 h 60 m,,Castration/Gastropexy,,MPV
30986,1,Trigger,Preventative Care Exam,11,7/19/2023 16:52:41,7/19/2023 17:27:37,16:52,17:27,35 m,,,,MPV
14026,3,Maisel,Recheck,L12,8/4/2022 8:52:04,8/4/2022 9:10:47,8:52,9:10,18 m,,,,LVH
14026,3,Maisel,Short Procedure,4,8/8/2022 7:36:57,8/8/2022 11:10:01,7:36,11:10,3 h 34 m,,sinus flush/rads,,MPV
14026,3,Maisel,Recheck,L12,8/16/2022 14:04:35,8/16/2022 14:24:19,14:04,14:24,20 m,,BW,,LVH
14026,3,Maisel,Lab Work,L12,8/30/2022 11:00:23,8/30/2022 11:04:44,11:00,11:04,4 m,,CBC - IL375,,LVH
14026,3,Maisel,Euthanasia,L12,9/8/2022 11:37:57,9/8/2022 11:52:37,11:37,11:52,15 m,,,,LVH
30618,1,Franklin,New Pet,L12,12/1/2022 13:39:02,12/1/2022 14:09:17,13:39,14:09,30 m,,"New pet, worms",,LVH
30618,1,Franklin,Preventative Care Exam,L12,4/4/2023 8:39:27,4/4/2023 9:15:05,8:39,9:15,36 m,,Rabies vx,,LVH
30618,1,Franklin,Technician Appointment,LTK,4/25/2023 8:54:38,4/25/2023 8:59:14,8:54,8:59,5 m,,,,LVH
30618,1,Franklin,Sick,L12,6/27/2023 14:02:26,6/27/2023 14:25:24,14:02,14:25,23 m,,,,LVH
15407,1,Mischief,Preventative Care Exam,L16,8/22/2022 8:33:05,8/22/2022 8:53:42,8:33,8:53,20 m,,,,LVH
15406,1,Marvel,Preventative Care Exam,L16,8/22/2022 8:33:20,8/22/2022 8:53:42,8:33,8:53,20 m,,,,LVH
30429,2,Zoe,New Client,19,1/30/2023 11:15:21,1/30/2023 12:32:59,11:15,12:32,1 h 17 m,,2nd opinion -  lipoma/leg,,MPV
30429,2,Zoe,Technician Appointment,TK,2/4/2023 11:16:00,2/4/2023 11:27:53,11:16,11:27,11 m,,bw per JLB,,MPV
30429,2,Zoe,Sick,19,2/27/2023 9:23:53,2/27/2023 10:01:55,9:23,10:01,38 m,,,,MPV
32619,1,Kai,New Client,M19,6/10/2023 10:16:08,6/10/2023 10:43:34,10:16,10:43,27 m,,kitten pce,,MET
32619,1,Kai,Preventative Care Exam,19,6/22/2023 13:52:30,6/22/2023 14:23:53,13:52,14:23,31 m,,1st vaccines,,MPV
32619,1,Kai,Preventative Care Exam,19,7/20/2023 13:56:37,7/20/2023 14:24:30,13:56,14:24,28 m,,next kitten,,MPV
25469,1,Zoe,Preventative Care Exam,L16,12/26/2022 15:57:29,12/26/2022 16:29:29,15:57,16:29,32 m,,,,LVH
32131,1,Kobe,New Pet,L24,5/10/2023 18:33:59,5/10/2023 18:56:26,18:33,18:56,23 m,,,,LVH
GEORGIE,1,Georgie,Surgery,16,9/22/2022 8:29:53,9/23/2022 10:17:34,8:29,10:17,1 d 1 h 48 m,,K9 OVH,,MPV
GEORGIE,1,Georgie,EXAM WITH VACCINES,L16,1/23/2023 16:16:47,1/23/2023 16:40:42,16:16,16:40,24 m,,,,LVH
29743,1,Louie,New Client,L4,9/28/2022 13:02:08,9/28/2022 13:26:36,13:02,13:26,24 m,,check cyst,,LVH
30086,3,Otis,New Pet,L4,3/22/2023 16:21:05,3/22/2023 16:56:50,16:21,16:56,35 m,,,,LVH
30086,3,Otis,Euthanasia,L4,3/29/2023 17:55:12,3/29/2023 18:03:06,17:55,18:03,8 m,,,,LVH
30087,1,Sugar,Sick,L12,4/25/2023 15:04:12,4/25/2023 15:44:04,15:04,15:44,40 m,,Stinky discharge,,LVH
30087,1,Sugar,Short Procedure,4,5/15/2023 8:12:34,5/15/2023 16:36:03,8:12,16:36,8 h 24 m,,,,MPV
30087,1,Sugar,Senior Exam,L24,7/26/2023 17:27:42,7/26/2023 17:43:45,17:27,17:43,16 m,,Rabies,,LVH
25630,1,Piper,Preventative Care Exam,16,9/30/2022 10:57:24,9/30/2022 11:57:59,10:57,11:57,1 h 0 m,,,,MPV
25630,1,Piper,Technician Appointment,TK,11/9/2022 9:03:45,11/9/2022 9:16:04,9:03,9:16,13 m,,"Lyme,lepto,CIV",,MPV
8428,1,Coco,Preventative Care Exam,6,2/8/2023 10:13:14,2/8/2023 10:30:32,10:13,10:30,17 m,,,,MPV
9630,1,Amethyst,Preventative Care Exam,4,9/29/2022 15:13:17,9/29/2022 15:49:13,15:13,15:49,36 m,,,,MPV
4690,1,Sapphire,Preventative Care Exam,4,2/13/2023 17:04:18,2/13/2023 17:34:24,17:04,17:34,30 m,,,,MPV
19298,1,Winnie,Preventative Care Exam,M11,8/23/2022 14:27:52,8/23/2022 14:43:39,14:27,14:43,16 m,,,,MET
19298,1,Winnie,Sick,M11,2/10/2023 16:05:56,2/10/2023 16:34:55,16:05,16:34,29 m,,ears,,MET
19298,1,Winnie,Preventative Care Exam,M11,7/11/2023 12:32:46,7/11/2023 13:21:39,12:32,13:21,49 m,,vacc and fecal,,MET
31657,1,Odin,New Pet,6,3/14/2023 18:07:54,3/14/2023 19:00:42,18:07,19:00,53 m,,Wellness & vacc,,MPV
31657,1,Odin,Preventative Care Exam,6,4/13/2023 17:39:57,4/13/2023 18:14:01,17:39,18:14,35 m,,,,MPV
31657,1,Odin,Sick,16,4/26/2023 17:16:28,4/26/2023 17:40:57,17:16,17:40,24 m,,,,MPV
31657,1,Odin,Recheck,16,5/4/2023 14:53:48,5/4/2023 15:09:57,14:53,15:09,16 m,,,,MPV
31657,1,Odin,Technician Appointment,TK,5/11/2023 17:53:08,5/11/2023 18:19:21,17:53,18:19,26 m,,2nd flu and lyme,,MPV
31657,1,Odin,Sick,19,5/18/2023 18:18:19,5/18/2023 18:59:21,18:18,18:59,41 m,,knot in right shoulder,,MPV
31657,1,Odin,Emergency,11,5/31/2023 17:45:55,5/31/2023 19:15:11,17:45,19:15,1 h 30 m,,vomited hair ties and hair,,MPV
31657,1,Odin,Recheck,11,6/7/2023 18:19:29,6/7/2023 19:00:19,18:19,19:00,41 m,,,,MPV
31657,1,Odin,Sick,4,7/17/2023 18:57:19,7/17/2023 19:26:14,18:57,19:26,29 m,,maybe ate tweezers,,MPV
21820,1,Seneca,Sick,6,8/26/2022 16:38:49,8/26/2022 17:45:25,16:38,17:45,1 h 7 m,,,,MPV
24955,1,Luca,Preventative Care Exam,6,9/16/2022 17:25:15,9/16/2022 17:57:27,17:25,17:57,32 m,,,,MPV
21820,1,Seneca,Recheck,11,1/2/2023 10:42:37,1/2/2023 11:06:11,10:42,11:06,24 m,,,,MPV
21820,1,Seneca,Preventative Care Exam,6,2/10/2023 15:08:19,2/10/2023 15:36:21,15:08,15:36,28 m,,,,MPV
20596,1,Sophie,Preventative Care Exam,6,2/10/2023 15:08:28,2/10/2023 15:36:21,15:08,15:36,28 m,,,,MPV
24955,1,Luca,Sick,24,6/30/2023 15:49:17,6/30/2023 16:58:48,15:49,16:58,1 h 9 m,,,,MPV
16410,3,Cooper,Senior Exam,16,2/1/2023 15:54:13,2/1/2023 16:30:51,15:54,16:30,36 m,,weight loss,,MPV
16410,3,Cooper,Recheck,16,2/22/2023 16:29:19,2/22/2023 16:57:47,16:29,16:57,28 m,,,,MPV
16410,3,Cooper,Euthanasia,19,3/11/2023 12:24:34,3/11/2023 12:49:33,12:24,12:49,25 m,,,,MPV
11195,1,Bailey,Sick,L12,10/18/2022 15:45:48,10/18/2022 16:02:25,15:45,16:02,17 m,,,,LVH
11195,1,Bailey,Sick,L4,2/15/2023 16:47:45,2/15/2023 17:05:50,16:47,17:05,18 m,,,,LVH
8948-2,1,Pinky,Senior Exam,6,10/13/2022 10:45:14,10/13/2022 11:19:59,10:45,11:19,34 m,,,,MPV
16416,1,Louie,Preventative Care Exam,6,10/13/2022 10:45:23,10/13/2022 11:19:59,10:45,11:19,34 m,,,,MPV
12569,1,Possum,Preventative Care Exam,19,11/8/2022 14:20:46,11/8/2022 14:48:27,14:20,14:48,28 m,,NT,,MPV
12569,1,Possum,TNT,TK,1/31/2023 14:37:44,1/31/2023 14:46:44,14:37,14:46,9 m,,,,MPV
8948-2,1,Pinky,Senior Exam,6,4/7/2023 12:56:21,4/7/2023 13:19:43,12:56,13:19,23 m,,,,MPV
8948-2,1,Pinky,Technician Appointment,TK,4/11/2023 14:50:21,4/11/2023 15:57:43,14:50,15:57,1 h 7 m,,,,MPV
8948-2,1,Pinky,Recheck,6,4/21/2023 13:53:52,4/21/2023 14:19:16,13:53,14:19,26 m,,BM issues,,MPV
12569,1,Possum,Technician Appointment,TK,4/27/2023 13:52:39,4/27/2023 14:01:26,13:52,14:01,9 m,,,,MPV
8948-2,1,Pinky,Recheck,6,5/2/2023 17:23:49,5/2/2023 17:40:26,17:23,17:40,17 m,,,,MPV
8948-2,1,Pinky,Technician Appointment,TK,5/16/2023 16:22:00,5/16/2023 16:36:03,16:22,16:36,14 m,,,,MPV
8948-2,1,Pinky,Recheck,24,6/2/2023 15:19:47,6/2/2023 16:42:40,15:19,16:42,1 h 23 m,,BG Check,,MPV
8948-2,1,Pinky,Surgery,24,6/15/2023 7:41:41,6/15/2023 16:46:16,7:41,16:46,9 h 5 m,,ear polyp removal,,MPV
8948-2,1,Pinky,Lab Work,TK,6/23/2023 15:25:40,6/23/2023 15:40:26,15:25,15:40,15 m,,bg,,MPV
8948-2,1,Pinky,Recheck,24,7/7/2023 14:05:18,7/7/2023 14:43:56,14:05,14:43,38 m,,bg,,MPV
8948-2,1,Pinky,Recheck,24,7/21/2023 11:00:30,7/21/2023 11:43:10,11:00,11:43,43 m,,BG,,MPV
12569,1,Possum,TNT,TK,7/24/2023 18:51:16,7/24/2023 18:58:02,18:51,18:58,7 m,,,,MPV
27082,1,Aries,Sick,11,11/16/2022 13:37:07,11/16/2022 14:04:04,13:37,14:04,27 m,,check sore on head,,MPV
27082,1,Aries,Recheck,11,11/30/2022 11:57:50,11/30/2022 12:31:15,11:57,12:31,34 m,,,,MPV
27075,1,Sapphire,Not Wellness,M11,12/30/2022 11:17:00,12/30/2022 12:40:49,11:16,12:40,1 h 24 m,,,,MET
27075,1,Sapphire,Preventative Care Exam,M11,2/24/2023 11:51:13,2/24/2023 12:11:25,11:51,12:11,20 m,,vacc,,MET
27082,1,Aries,Preventative Care Exam,M11,4/4/2023 11:26:38,4/4/2023 11:43:12,11:26,11:43,17 m,,vacc,,MET
32508,1,Stray,Sick,M11,5/30/2023 12:14:30,5/30/2023 13:05:48,12:14,13:05,51 m,,,,MET
32508,1,Stray,Short Procedure,24,6/1/2023 7:20:16,6/2/2023 10:00:57,7:20,10:00,1 d 2 h 40 m,,castration,,MPV
18252-1,1,Jimmy,Lab Work,TK,11/21/2022 9:03:19,11/21/2022 9:16:29,9:03,9:16,13 m,,,,MPV
18252-1,1,Jimmy,Lab Work,TK,12/16/2022 9:34:13,12/20/2022 8:26:28,9:34,8:26,3 d 22 h 52 m,,Pheno level,,MPV
18252-1,1,Jimmy,Lab Work,TK,12/20/2022 19:17:07,12/20/2022 19:22:53,19:17,19:22,5 m,,Pheno level,,MPV
18252-1,1,Jimmy,Lab Work,TK,12/22/2022 18:09:06,12/22/2022 18:23:35,18:09,18:23,14 m,,phenobarb level,,MPV
18252-1,1,Jimmy,Senior Exam,6,5/18/2023 15:54:06,5/18/2023 16:11:36,15:54,16:11,17 m,,"Wellness, and vaccine",,MPV
20031,1,Violet,Sick,16,8/26/2022 10:55:44,8/26/2022 11:24:58,10:55,11:24,29 m,,check lump,,MPV
20031,1,Violet,Sick,11,1/9/2023 11:29:13,1/9/2023 11:57:05,11:29,11:57,28 m,,check lump,,MPV
20031,1,Violet,Senior Exam,24,4/6/2023 13:21:49,4/6/2023 14:12:52,13:21,14:12,51 m,,,,MPV
20031,1,Violet,Dental,16,6/21/2023 7:44:32,6/21/2023 17:22:51,7:44,17:22,9 h 38 m,,OAT & lump removal,,MPV
32948,1,Charlie,New Client,24,7/27/2023 11:45:03,7/27/2023 13:04:00,11:45,13:03,1 h 18 m,,PCE/Vaccines,,MPV
32949,1,Daisy,New Client,24,7/27/2023 11:45:19,7/27/2023 13:04:00,11:45,13:03,1 h 18 m,,PCE,,MPV
27483,1,Millie,Sick,6,11/10/2022 16:59:36,11/10/2022 17:19:20,16:59,17:19,20 m,,V/D on and off,,MPV
27483,1,Millie,Preventative Care Exam,24,3/22/2023 17:01:33,3/22/2023 17:48:26,17:01,17:48,47 m,,,,MPV
27483,1,Millie,Preventative Care Exam,16,3/31/2023 17:01:22,3/31/2023 17:42:18,17:01,17:42,41 m,,,,MPV
27483,1,Millie,Surgery,6,6/2/2023 7:29:53,6/2/2023 8:14:09,7:29,8:14,45 m,,Canine OVH,,MPV
27483,1,Millie,Surgery,6,7/7/2023 7:44:55,7/7/2023 17:22:32,7:44,17:22,9 h 38 m,,Canine OVH,,MPV
JYNX,1,Jynx,Sick,11,11/14/2022 15:50:35,11/14/2022 16:26:04,15:50,16:26,36 m,,,,MPV
JYNX,1,Jynx,Preventative Care Exam,L4,12/7/2022 14:54:53,12/7/2022 15:18:01,14:54,15:18,24 m,,Rabies vacc,,LVH
JYNX,1,Jynx,EXAM WITH VACCINES,L4,1/11/2023 13:28:32,1/11/2023 13:35:59,13:28,13:35,7 m,,,,LVH
JYNX,1,Jynx,Sick,L6,2/13/2023 9:42:00,2/13/2023 9:52:22,9:41,9:52,11 m,,infected wound,,LVH
22922,1,Watson,Preventative Care Exam,M11,12/9/2022 12:38:02,12/9/2022 13:01:20,12:38,13:01,23 m,,,,MET
25022,1,Oliver,Preventative Care Exam,M11,12/9/2022 12:38:27,12/9/2022 13:01:20,12:38,13:01,23 m,,,,MET
30445,1,Sam,New Client,L16,11/21/2022 10:54:59,11/21/2022 11:30:30,10:54,11:30,36 m,,,,LVH
