"patientid","description","staffid","datein","dateout","visit_details","location","app_type","app_subtype","duration_min","details"
"27342","sick","12",2022-11-01 10:26:31,2022-11-01 10:48:43,"ear infection","lvh","doctor",NA,22,"sick"
"27342","preventative care exam","19",2023-02-24 11:05:23,2023-02-24 11:21:59,NA,"lvh","doctor",NA,17,"preventative care exam"
"27342","tnt","6",2023-04-27 10:17:12,2023-04-27 10:25:09,NA,"lvh","tech_app",NA,8,"tnt"
"l2236","senior exam","19",2023-06-30 10:49:24,2023-06-30 11:26:35,"check mats","lvh","doctor",NA,37,"senior exam"
"17087","preventative care exam","6",2022-12-29 15:41:08,2022-12-29 15:56:57,NA,"mpv","doctor",NA,16,"preventative care exam"
"17087","preventative care exam","24",2023-06-06 13:09:19,2023-06-06 13:30:06,NA,"mpv","doctor",NA,21,"preventative care exam"
"28046","short procedure","6",2022-08-17 07:24:43,2022-08-18 15:36:24,"fel cast & ft declaw","mpv","admit",NA,1932,NA
"19664","preventative care exam","4",2022-11-28 17:28:44,2022-11-28 18:01:06,NA,"mpv","doctor",NA,32,"preventative care exam"
"31828","new pet","4",2023-03-27 17:23:07,2023-03-27 17:50:43,NA,"mpv","doctor",NA,28,"new pet"
"31828","preventative care exam","4",2023-04-17 17:21:11,2023-04-17 18:08:39,"2nd puppy","mpv","doctor",NA,47,"preventative care exam"
"31828","preventative care exam","6",2023-05-08 17:18:52,2023-05-08 18:00:52,NA,"mpv","doctor",NA,42,"preventative care exam"
"31828","technician appointment","tk",2023-05-30 18:51:05,2023-05-30 19:17:06,"vacc booster","mpv","tech_app",NA,26,"misc tech appointment"
"31828","sick","16",2023-06-09 11:35:35,2023-06-09 12:23:13,"diarrhea and vomiting","mpv","doctor",NA,48,"sick"
"28046","preventative care exam","4",2023-06-26 17:22:21,2023-06-26 17:53:14,NA,"mpv","doctor",NA,31,"preventative care exam"
"31828","surgery","4",2023-07-17 07:31:22,2023-07-18 11:24:19,"canine ovh","mpv","admit",NA,1673,NA
"30370","new client","4",2022-11-23 14:46:36,2022-11-23 15:40:15,"crf","lvh","doctor",NA,54,"new client"
"30369","new client","4",2022-11-23 14:46:49,2022-11-23 15:40:15,"crf","lvh","doctor",NA,53,"new client"
"30369","sick","11",2022-11-26 11:31:41,2022-11-26 12:28:52,"v/d not eating","mpv","doctor",NA,57,"sick"
"30370","recheck","4",2022-11-28 18:01:26,2022-11-28 18:50:18,"not eating","mpv","doctor",NA,49,"recheck"
"30369","technician appointment","tk",2022-12-07 18:48:18,2022-12-07 18:58:10,NA,"mpv","tech_app",NA,10,"misc tech appointment"
"30370","sick","11",2022-12-12 07:07:28,2022-12-13 19:04:58,"kidney failure","mpv","doctor",NA,2158,"sick"
"30369","sick","19",2022-12-17 10:44:53,2022-12-17 11:21:41,NA,"mpv","doctor",NA,37,"sick"
"30370","lab work","tk",2022-12-27 08:56:41,2022-12-27 09:17:40,"il10139 & bp check","mpv","tech_app",NA,21,"lab work"
"30369","technician appointment","11",2022-12-29 10:45:26,2022-12-29 10:51:22,NA,"lvh","tech_app",NA,6,"misc tech appointment"
"30369","technician appointment","tk",2023-01-03 18:02:19,2023-01-03 18:16:00,"bp","mpv","tech_app",NA,14,"misc tech appointment"
"30369","sick","11",2023-01-17 16:51:31,2023-01-17 17:27:09,NA,"met","doctor",NA,36,"sick"
"30369","recheck","11",2023-01-28 10:56:38,2023-01-28 11:27:00,NA,"mpv","doctor",NA,30,"recheck"
"30609","sick","11",2023-02-01 18:35:07,2023-02-01 19:07:40,NA,"mpv","doctor",NA,33,"sick"
"30369","sick","12",2023-02-07 09:26:55,2023-02-07 09:49:07,"abcess on nose","lvh","doctor",NA,22,"sick"
"30369","euthanasia","4",2023-02-08 14:34:22,2023-02-08 14:42:47,NA,"lvh","doctor",NA,8,NA
"30607","senior exam","11",2023-02-20 10:20:34,2023-02-20 11:04:52,NA,"mpv","doctor",NA,44,"senior exam"
"30370","lab work","tk",2023-02-20 10:20:44,2023-02-20 11:04:52,NA,"mpv","tech_app",NA,44,"lab work"
"30370","preventative care exam","11",2023-04-12 18:49:55,2023-04-12 19:36:43,NA,"mpv","doctor",NA,47,"preventative care exam"
"30607","tnt","tktk",2023-05-01 18:50:35,2023-05-01 19:13:28,NA,"lvh","tech_app",NA,23,"tnt"
"30370","technician appointment","tk",2023-05-03 19:00:29,2023-05-03 19:14:34,NA,"mpv","tech_app",NA,14,"misc tech appointment"
"30370","sick","12",2023-05-16 15:28:47,2023-05-16 15:58:04,"black stools","lvh","doctor",NA,29,"sick"
"30370","emergency","4",2023-05-22 17:50:40,2023-05-22 18:32:06,"ate syringe","mpv","doctor",NA,41,"emergency"
"30607","tnt","24",2023-06-14 14:49:31,2023-06-14 14:54:14,NA,"lvh","tech_app",NA,5,"tnt"
"30370","sick","19",2023-07-05 11:54:13,2023-07-05 12:59:34,"wheezing","mpv","doctor",NA,65,"sick"
"30370","sick","11",2023-07-31 14:44:37,2023-07-31 15:40:10,NA,"mpv","doctor",NA,56,"sick"
"30607","preventative care exam","11",2023-08-01 11:20:02,2023-08-01 12:03:44,"vaccines","met","doctor",NA,44,"preventative care exam"
"31350","preventative care exam","11",2023-08-01 11:20:20,2023-08-01 12:03:44,"rcp vax","met","doctor",NA,43,"preventative care exam"
"21260","sick","16",2022-10-24 18:51:55,2022-10-24 19:18:04,"red spot on paw/licking","lvh","doctor",NA,26,"sick"
"21260","technician appointment","4",2023-01-04 18:11:50,2023-01-04 18:40:25,NA,"lvh","tech_app",NA,29,"misc tech appointment"
"21260","sick","6",2023-01-28 08:57:25,2023-01-28 09:12:56,"check sore on leg","met","doctor",NA,16,"sick"
"30552","new pet","19",2022-11-18 14:34:36,2022-11-18 15:23:55,"exam/has kidney issues","lvh","doctor",NA,49,"new pet"
"30552","technician appointment","tk",2022-11-18 15:24:05,2022-11-18 15:47:00,"radiographs per dr. bossert","mpv","tech_app",NA,23,"misc tech appointment"
"30552","sick","19",2022-12-02 08:27:59,2022-12-02 08:53:24,"kidney values","lvh","doctor",NA,25,"sick"
"30839","new pet","19",2022-12-16 17:05:29,2022-12-16 17:21:19,"puppy wellness","lvh","doctor",NA,16,"new pet"
"30839","preventative care exam","12",2023-01-03 10:46:37,2023-01-03 11:09:08,NA,"lvh","doctor",NA,23,"preventative care exam"
"21158","preventative care exam","4",2023-01-04 18:12:03,2023-01-04 18:37:40,NA,"lvh","doctor",NA,26,"preventative care exam"
"30553","preventative care exam","12",2023-01-05 10:22:13,2023-01-05 10:48:52,NA,"lvh","doctor",NA,27,"preventative care exam"
"30839","sick","19",2023-01-20 09:20:39,2023-01-20 09:40:14,NA,"lvh","doctor",NA,20,"sick"
"30839","preventative care exam","19",2023-01-27 09:52:18,2023-01-27 10:14:12,NA,"lvh","doctor",NA,22,"preventative care exam"
"30553","dental","19",2023-01-31 08:03:33,2023-01-31 16:04:53,"extractions","mpv","admit",NA,481,NA
"30839","preventative care exam","19",2023-02-24 15:05:40,2023-02-24 15:22:05,"final distemper","lvh","doctor",NA,16,"preventative care exam"
"30554","sick","19",2023-03-02 16:53:50,2023-03-02 17:53:10,NA,"mpv","doctor",NA,59,"sick"
"30839","technician appointment","tktk",2023-03-17 13:26:01,2023-03-17 13:35:42,NA,"lvh","tech_app",NA,10,"misc tech appointment"
"30839","technician appointment","tktk",2023-04-14 13:34:54,2023-04-14 13:45:19,NA,"lvh","tech_app",NA,10,"misc tech appointment"
"30553","sick","16",2023-05-15 09:21:03,2023-05-15 09:42:13,NA,"lvh","doctor",NA,21,"sick"
"30839","surgery","19",2023-05-16 07:56:12,2023-05-16 18:30:48,"canine castration","mpv","admit",NA,635,NA
"30554","sick","11",2023-05-24 14:31:53,2023-05-24 15:08:52,"vomiting","mpv","doctor",NA,37,"sick"
"30553","sick","4",2023-06-19 18:18:02,2023-06-19 19:00:20,"check ear(s)","mpv","doctor",NA,42,"sick"
"15434","sick","19",2022-10-14 09:10:50,2022-10-14 10:01:58,"crusty eyes, nose, mouth","lvh","doctor",NA,51,"sick"
"15434","dental","4",2022-10-17 08:04:50,2022-10-17 18:20:52,NA,"mpv","admit",NA,616,NA
"15434","sick","6",2023-02-07 13:28:39,2023-02-07 14:02:31,"skin lesions","mpv","doctor",NA,34,"sick"
"15434","dental","4",2023-03-14 08:06:15,2023-03-14 17:43:34,"extractions","mpv","admit",NA,577,NA
"15434","sick","4",2023-04-10 16:30:59,2023-04-10 16:55:24,NA,"mpv","doctor",NA,24,"sick"
"19234","preventative care exam","11",2022-10-03 10:26:56,2022-10-03 11:11:58,NA,"mpv","doctor",NA,45,"preventative care exam"
"18882","preventative care exam","11",2022-10-03 10:27:05,2022-10-03 11:11:58,NA,"mpv","doctor",NA,45,"preventative care exam"
"23158","preventative care exam","6",2023-05-31 11:37:30,2023-05-31 12:06:13,NA,"mpv","doctor",NA,29,"preventative care exam"
"22839","senior exam","6",2023-05-31 11:37:57,2023-05-31 12:06:13,NA,"mpv","doctor",NA,28,"senior exam"
"15127","sick","4",2022-08-09 09:09:00,2022-08-09 10:19:00,"vomitting","mpv","doctor",NA,70,"sick"
"22959","preventative care exam","11",2023-05-10 13:54:11,2023-05-10 14:30:52,"rabies","mpv","doctor",NA,37,"preventative care exam"
"22959","recheck","6",2023-05-18 14:45:12,2023-05-18 15:55:38,NA,"mpv","doctor",NA,70,"recheck"
"22959","dental","4",2023-06-29 07:50:34,2023-06-29 14:19:40,"oat w/extractions","mpv","admit",NA,389,NA
"15127","preventative care exam","6",2023-07-19 15:09:46,2023-07-19 15:32:00,NA,"mpv","doctor",NA,22,"preventative care exam"
"28997","preventative care exam","6",2022-08-09 14:40:48,2022-08-09 15:25:18,"final boosters","mpv","doctor",NA,44,"preventative care exam"
"28997","short procedure","6",2022-10-19 07:36:45,2022-10-19 18:44:37,"feline cast","mpv","admit",NA,668,NA
"32127","new client","24",2023-05-17 17:26:44,2023-05-17 17:46:00,NA,"lvh","doctor",NA,19,"new client"
"14657","sick","6",2022-09-28 09:43:44,2022-09-28 10:23:03,"penial issues.","mpv","doctor",NA,39,"sick"
"30041","new pet","16",2022-10-10 18:19:07,2022-10-10 18:48:36,"first puppy","lvh","doctor",NA,29,"new pet"
"26904","senior exam","4",2022-12-14 18:15:26,2022-12-14 18:35:16,"vaccinate, tnt","lvh","doctor",NA,20,"senior exam"
"10713","sick","6",2022-12-27 14:19:30,2022-12-27 14:36:31,"pulling hair out, scabs","mpv","doctor",NA,17,"sick"
"26904","sick","11",2023-01-09 17:16:54,2023-01-09 17:51:39,"vomiting","mpv","doctor",NA,35,"sick"
"26904","tnt","tk",2023-03-09 18:06:17,2023-03-09 18:22:26,NA,"mpv","tech_app",NA,16,"tnt"
"30041","sick","11",2023-03-13 15:02:50,2023-03-13 15:32:43,NA,"mpv","doctor",NA,30,"sick"
"26904","sick","24",2023-04-24 09:50:32,2023-04-25 17:04:24,"not eating/drinking","mpv","doctor",NA,1874,"sick"
"26904","sick","4",2023-04-27 09:45:24,2023-04-27 10:51:55,"vomiting everything","mpv","doctor",NA,67,"sick"
"26904","euthanasia","4",2023-04-29 11:26:29,2023-04-29 11:53:44,NA,"mpv","doctor",NA,27,NA
"26372","sick","11",2023-04-26 17:52:48,2023-04-26 18:23:46,"diarrhea","mpv","doctor",NA,31,"sick"
"2770","sick","6",2022-09-23 14:33:03,2022-09-23 15:17:38,"skin tag grew back larger","mpv","doctor",NA,45,"sick"
"2770","surgery","16",2022-10-20 08:06:03,2022-10-20 16:24:15,"lump removal","mpv","admit",NA,498,NA
"2770","recheck","16",2022-11-03 09:47:41,2022-11-03 10:24:37,"s/r","mpv","doctor",NA,37,"recheck"
"2770","emergency","6",2023-03-21 12:21:57,2023-03-21 13:01:30,"painful belly? laying around","mpv","doctor",NA,40,"emergency"
"13337","senior exam","6",2022-09-16 08:57:28,2022-09-21 10:57:10,NA,"mpv","doctor",NA,7320,"senior exam"
"13337","euthanasia","6",2023-04-12 08:14:43,2023-04-17 18:25:30,NA,"mpv","doctor",NA,7811,NA
"32196","dental","19",2023-06-26 19:30:15,2023-06-28 10:05:29,NA,"mpv","admit",NA,2315,NA
"1781","sick","19",2022-08-29 10:10:11,2022-08-29 10:32:39,"sore on tail","mpv","doctor",NA,22,"sick"
"1781","senior exam","6",2023-07-26 12:06:03,2023-07-26 12:28:14,NA,"mpv","doctor",NA,22,"senior exam"
"20772","sick","16",2022-08-26 14:44:46,2022-08-26 15:51:16,"tripping up the steps","mpv","doctor",NA,66,"sick"
"20772","sick","16",2022-09-02 11:33:12,2022-09-02 12:10:27,"libre sensor placement","mpv","doctor",NA,37,"sick"
"20772","recheck","16",2022-09-16 14:25:49,2022-09-16 15:27:40,"apply libre","mpv","doctor",NA,62,"recheck"
"20772","unknown","16",2022-09-30 08:38:30,2022-09-30 09:10:27,NA,"mpv","doctor/admit",NA,32,NA
"20772","sick","16",2022-10-13 09:04:19,2022-10-13 10:01:44,"remove and reapply libre","mpv","doctor",NA,57,"sick"
"20772","scheduling notes","16",2022-10-21 15:01:59,2022-10-21 15:41:37,"apply libre reader","mpv","other",NA,40,NA
"20772","sick","16",2022-11-18 15:50:12,2022-11-18 17:09:41,NA,"mpv","doctor",NA,79,"sick"
"20772","recheck","16",2023-03-15 13:50:58,2023-03-15 15:05:29,NA,"mpv","doctor",NA,75,"recheck"
"20772","recheck","16",2023-03-27 17:00:02,2023-03-27 17:48:37,"see pets report","lvh","doctor",NA,49,"recheck"
"19018","preventative care exam","16",2023-05-05 16:01:21,2023-05-05 17:33:33,"vaccinate early, check teeth","mpv","doctor",NA,92,"preventative care exam"
"20772","sick","16",2023-05-05 16:01:43,2023-05-05 17:33:33,"possible uti","mpv","doctor",NA,92,"sick"
"20772","sick","16",2023-05-22 17:25:34,2023-05-22 18:24:05,"diarrhea","lvh","doctor",NA,59,"sick"
"20772","drop off - admit","16",2023-05-25 07:28:02,2023-05-25 17:19:16,"ultrasound","mpv","admit",NA,591,NA
"19018","dental","16",2023-05-31 07:31:31,2023-05-31 16:01:44,"oat w/extractions","mpv","admit",NA,510,NA
"l7162","preventative care exam","19",2023-06-02 16:54:10,2023-06-02 17:15:14,NA,"lvh","doctor",NA,21,"preventative care exam"
"29519","new client","6",2022-08-26 13:57:31,2022-08-26 14:33:07,"senior check up","mpv","doctor",NA,36,"new client"
"29592","new pet","11",2022-08-17 15:28:16,2022-08-17 16:05:45,"vomitting several days","mpv","doctor",NA,37,"new pet"
"31797","new pet","12",2023-03-14 15:17:50,2023-03-14 15:58:28,NA,"lvh","doctor",NA,41,"new pet"
"31797","technician appointment","tktk",2023-04-04 13:57:08,2023-04-04 14:00:54,NA,"lvh","tech_app",NA,4,"misc tech appointment"
"29066","technician appointment","tk",2022-08-11 11:24:23,2022-08-11 11:32:35,NA,"mpv","tech_app",NA,8,"misc tech appointment"
"25094","sick","16",2022-10-04 14:01:34,2022-10-04 14:39:51,NA,"mpv","doctor",NA,38,"sick"
"25094","preventative care exam","12",2022-12-13 11:02:15,2022-12-13 11:24:29,NA,"lvh","doctor",NA,22,"preventative care exam"
"25094","sick","6",2023-03-07 13:15:33,2023-03-07 13:42:46,NA,"mpv","doctor",NA,27,"sick"
"25094","surgery","6",2023-03-29 08:22:56,2023-03-30 09:30:31,"canine ovh","mpv","admit",NA,1508,NA
"l2657","dental","16",2022-08-25 07:37:35,2022-08-25 17:29:27,"oat with extractions","mpv","admit",NA,592,NA
"14356","lab work","19",2022-11-17 15:53:31,2022-11-19 08:48:18,"u/a collection","mpv","tech_app",NA,2455,"lab work"
"14356","drop off - admit","6",2022-12-14 07:50:09,2022-12-14 12:22:35,NA,"mpv","admit",NA,272,NA
"22572","sick","16",2023-04-28 09:37:21,2023-04-29 09:59:40,"pyometra","mpv","doctor",NA,1462,"sick"
"11091","sick","19",2022-11-02 08:52:09,2022-11-02 09:36:11,NA,"mpv","doctor",NA,44,"sick"
"11091","preventative care exam","19",2023-06-20 09:34:51,2023-06-20 09:54:36,NA,"mpv","doctor",NA,20,"preventative care exam"
"11091","sick","11",2023-07-17 16:26:36,2023-07-17 16:49:00,NA,"mpv","doctor",NA,22,"sick"
"20964","preventative care exam","4",2022-09-01 09:22:59,2022-09-01 09:53:43,NA,"mpv","doctor",NA,31,"preventative care exam"
"20964","technician appointment","tk",2022-09-22 15:14:38,2022-09-22 15:26:43,"2 year distemper, 4dx","mpv","tech_app",NA,12,"misc tech appointment"
"2417","sick","19",2022-10-07 10:21:52,2022-10-07 11:39:57,"wheezing x weeks","lvh","doctor",NA,78,"sick"
"2417","sick","11",2023-07-05 18:30:15,2023-07-05 18:57:10,"sneezing/licking nose","mpv","doctor",NA,27,"sick"
"18424","preventative care exam","19",2022-10-20 17:51:10,2022-10-20 18:10:48,NA,"mpv","doctor",NA,20,"preventative care exam"
"31047","new client","19",2023-01-16 09:22:40,2023-01-16 10:18:58,NA,"mpv","doctor",NA,56,"new client"
"31047","preventative care exam","19",2023-04-06 16:24:05,2023-04-06 16:55:20,"bordetella vaccination","mpv","doctor",NA,31,"preventative care exam"
"31985","new pet","11",2023-04-18 15:54:55,2023-04-18 16:37:05,"wellness/vaccines","met","doctor",NA,42,"new pet"
"31985","technician appointment","tk",2023-05-12 12:33:24,2023-05-12 12:43:04,"1st lyme lepto","met","tech_app",NA,10,"misc tech appointment"
"31985","technician appointment","tk",2023-06-02 12:22:09,2023-06-02 12:40:11,"2nd lyme & 2nd lepto","met","tech_app",NA,18,"misc tech appointment"
"11698-11","sick","4",2022-10-31 16:48:03,2022-10-31 17:45:53,NA,"mpv","doctor",NA,58,"sick"
"6014","preventative care exam","4",2023-01-31 14:20:15,2023-01-31 14:33:27,"rabies vaccine","mpv","doctor",NA,13,"preventative care exam"
"29891","new pet","6",2022-09-13 16:38:15,2022-09-13 17:12:04,NA,"mpv","doctor",NA,34,"new pet"
"15699","dental","6",2022-08-31 07:19:56,2022-08-31 18:29:26,"oat with extractions","mpv","admit",NA,670,NA
"15654","technician appointment","tk",2023-01-30 17:58:50,2023-01-30 18:05:59,"cytopoint","mpv","tech_app",NA,7,"misc tech appointment"
"15699","sick","19",2023-06-05 12:35:01,2023-06-05 13:11:44,"lump on neck","mpv","doctor",NA,37,"sick"
"15699","recheck","19",2023-06-19 15:57:15,2023-06-19 16:06:00,NA,"met","doctor",NA,9,"recheck"
"15654","technician appointment","tk",2023-07-08 08:58:45,2023-07-08 09:04:34,"cytopoint inj.","mpv","tech_app",NA,6,"misc tech appointment"
"11839","preventative care exam","16",2022-10-24 18:14:54,2022-10-24 19:03:52,NA,"lvh","doctor",NA,49,"preventative care exam"
"11840","preventative care exam","16",2022-10-24 18:15:10,2022-10-24 19:03:52,NA,"lvh","doctor",NA,49,"preventative care exam"
"11840","technician appointment","tktk",2023-04-24 18:49:43,2023-04-24 19:00:31,"ag","lvh","tech_app",NA,11,"misc tech appointment"
"27373","preventative care exam","11",2023-03-08 12:52:15,2023-03-08 13:19:14,"vacc and fecal","mpv","doctor",NA,27,"preventative care exam"
"27373","technician appointment","tk",2023-05-09 10:15:45,2023-05-09 10:32:08,"lyme  lepto","mpv","tech_app",NA,16,"misc tech appointment"
"5731","preventative care exam","4",2023-03-02 15:47:00,2023-03-02 16:18:13,NA,"mpv","doctor",NA,31,"preventative care exam"
"9008","preventative care exam","6",2023-04-11 16:59:39,2023-04-11 17:27:03,"vax, fecal and tnt","mpv","doctor",NA,27,"preventative care exam"
"12610","preventative care exam","19",2023-04-24 08:35:40,2023-04-24 09:15:35,"vacc","mpv","doctor",NA,40,"preventative care exam"
"12610","recheck","19",2023-05-18 16:21:36,2023-05-18 16:44:28,"vaccines","mpv","doctor",NA,23,"recheck"
"9972-4","senior exam","4",2022-12-06 09:56:14,2022-12-06 10:40:52,NA,"mpv","doctor",NA,45,"senior exam"
"9972-4","senior exam","4",2023-06-28 10:05:04,2023-06-28 11:14:43,NA,"mpv","doctor",NA,70,"senior exam"
"32394","new pet","4",2023-06-28 10:05:22,2023-06-28 11:14:43,"outdoor cat + wellness","mpv","doctor",NA,69,"new pet"
"3231","senior exam","4",2022-10-19 14:42:58,2022-10-19 15:02:26,NA,"lvh","doctor",NA,19,"senior exam"
"3231","dental","4",2022-11-14 08:10:35,2022-11-14 17:50:46,"oat","mpv","admit",NA,580,NA
"4930","euthanasia","4",2023-01-11 18:28:59,2023-01-11 19:13:01,NA,"lvh","doctor",NA,44,NA
"3231","senior exam","4",2023-04-05 15:16:00,2023-04-05 15:41:29,NA,"lvh","doctor",NA,25,"senior exam"
"3231","sick","19",2023-05-12 13:52:03,2023-05-12 14:27:39,"gagging/vomitting","mpv","doctor",NA,36,"sick"
"3231","sick","4",2023-07-27 15:28:57,2023-07-27 16:34:36,"torn dew claw","mpv","doctor",NA,66,"sick"
"32081","exotic exam","4",2023-04-19 16:44:30,2023-04-19 17:14:46,"shedding issues","lvh","doctor",NA,30,"exotic exam"
"32081","exotic exam","4",2023-05-04 09:05:49,2023-05-04 09:27:01,"eye plug","mpv","doctor",NA,21,"exotic exam"
"26390","sick","11",2022-09-23 11:02:33,2022-09-23 11:41:08,NA,"met","doctor",NA,39,"sick"
"32902","new pet","4",2023-07-25 15:06:28,2023-07-25 15:40:03,NA,"mpv","doctor",NA,34,"new pet"
"32780","new pet","16",2023-07-17 17:21:30,2023-07-17 17:44:00,NA,"lvh","doctor",NA,22,"new pet"
"19748","senior exam","11",2022-09-06 11:36:41,2022-09-06 11:53:31,NA,"met","doctor",NA,17,"senior exam"
"19748","technician appointment","11",2022-09-13 15:14:52,2022-09-13 15:27:30,NA,"met","tech_app",NA,13,"misc tech appointment"
"25218","sick","6",2022-11-30 10:21:34,2022-11-30 10:41:37,"oozing sore on neck","mpv","doctor",NA,20,"sick"
"27016","new pet","11",2023-01-17 11:34:34,2023-01-17 12:08:14,NA,"met","doctor",NA,34,"new pet"
"25218","preventative care exam","11",2023-05-09 11:29:22,2023-05-09 11:40:38,NA,"met","doctor",NA,11,"preventative care exam"
"19731","sick","4",2023-03-25 12:31:26,2023-03-25 12:48:50,"licking bum a lot","mpv","doctor",NA,17,"sick"
"19731","preventative care exam","6",2023-06-21 17:08:42,2023-06-21 17:32:00,NA,"mpv","doctor",NA,23,"preventative care exam"
"32541","new pet","6",2023-06-21 17:08:54,2023-06-21 17:32:00,NA,"mpv","doctor",NA,23,"new pet"
"12490","preventative care exam","24",2023-03-08 11:23:57,2023-03-08 11:58:16,"rabies","mpv","doctor",NA,34,"preventative care exam"
"18197","preventative care exam","16",2023-04-26 11:06:42,2023-04-26 11:47:25,NA,"mpv","doctor",NA,41,"preventative care exam"
"12490","preventative care exam","16",2023-04-26 11:06:56,2023-04-26 11:47:25,"needs bord for boarding","mpv","doctor",NA,40,"preventative care exam"
"12648","sick","16",2022-08-26 10:39:27,2022-08-26 11:06:16,"lump on forehead","mpv","doctor",NA,27,"sick"
"21894","sick","6",2022-09-23 12:48:37,2022-09-23 13:07:38,NA,"mpv","doctor",NA,19,"sick"
"21894","preventative care exam","16",2022-10-04 19:12:41,2022-10-04 19:40:48,NA,"mpv","doctor",NA,28,"preventative care exam"
"12648","preventative care exam","4",2022-11-14 16:38:14,2022-11-14 16:56:28,NA,"mpv","doctor",NA,18,"preventative care exam"
"21894","technician appointment","tk",2022-12-07 18:09:09,2022-12-07 18:18:14,"vx","mpv","tech_app",NA,9,"misc tech appointment"
"26059","preventative care exam","4",2022-11-10 15:34:57,2022-11-10 16:04:36,NA,"mpv","doctor",NA,30,"preventative care exam"
"26059","sick","19",2023-07-31 11:47:56,2023-07-31 12:13:19,"check paws","met","doctor",NA,25,"sick"
"26404","tnt","tk",2022-09-01 15:57:47,2022-09-01 16:11:37,NA,"mpv","tech_app",NA,14,"tnt"
"26404","preventative care exam","19",2022-12-07 08:48:23,2022-12-07 09:17:22,NA,"mpv","doctor",NA,29,"preventative care exam"
"26404","sick","6",2023-03-31 14:17:17,2023-03-31 14:49:52,"diarrhea","mpv","doctor",NA,33,"sick"
"7065","preventative care exam","6",2023-01-21 10:33:46,2023-01-21 10:54:21,NA,"mpv","doctor",NA,21,"preventative care exam"
"7065","sick","6",2023-05-09 13:34:52,2023-05-09 13:59:52,"chin acne","mpv","doctor",NA,25,"sick"
"27465","surgery","4",2022-08-08 07:43:27,2022-08-09 14:01:43,"k9 castration","mpv","admit",NA,1818,NA
"27465","preventative care exam","4",2023-03-23 09:23:13,2023-03-23 09:45:29,NA,"mpv","doctor",NA,22,"preventative care exam"
"17710","preventative care exam","4",2023-03-21 13:46:26,2023-03-21 14:16:00,NA,"mpv","doctor",NA,30,"preventative care exam"
"19868-1","technician appointment","12",2022-08-25 11:44:05,2022-08-25 11:56:49,NA,"lvh","tech_app",NA,13,"misc tech appointment"
"19868-1","technician appointment","19",2022-12-30 10:09:22,2022-12-30 10:13:17,"& cytopoint inj","lvh","tech_app",NA,4,"misc tech appointment"
"19868-1","quality of life","11",2023-06-09 14:55:03,2023-06-09 15:31:01,NA,"met","doctor",NA,36,"quality of life"
"19868-1","senior exam","12",2023-07-28 16:18:35,2023-07-28 16:35:52,"rabies/cytopoint/nt","lvh","doctor",NA,17,"senior exam"
"l4770-2","senior exam","12",2023-01-05 09:11:15,2023-01-05 09:36:15,"rcp","lvh","doctor",NA,25,"senior exam"
"32597","new pet","11",2023-06-19 15:28:45,2023-06-19 16:37:54,NA,"mpv","doctor",NA,69,"new pet"
"32598","new pet","11",2023-06-19 15:29:17,2023-06-19 16:37:54,NA,"mpv","doctor",NA,69,"new pet"
"25181","sick","4",2022-08-23 15:54:05,2022-08-23 16:18:00,NA,"mpv","doctor",NA,24,"sick"
"25181","preventative care exam","16",2022-09-21 16:52:06,2022-09-21 17:27:04,NA,"mpv","doctor",NA,35,"preventative care exam"
"25181","technician appointment","tk",2022-12-01 17:54:12,2022-12-01 18:08:26,"lyme lepto and hwt","mpv","tech_app",NA,14,"misc tech appointment"
"14238","sick","12",2022-10-04 08:28:40,2022-10-04 09:07:50,"chewing at tail","lvh","doctor",NA,39,"sick"
"32759","sick","12",2023-06-22 12:42:22,2023-06-22 13:08:48,"sore rear end/biting area","lvh","doctor",NA,26,"sick"
"32759","recheck","12",2023-06-27 15:11:47,2023-06-27 15:36:45,NA,"lvh","doctor",NA,25,"recheck"
"14238","technician appointment","tktk",2023-06-27 15:12:05,2023-06-27 15:36:45,NA,"lvh","tech_app",NA,25,"misc tech appointment"
"14238","preventative care exam","16",2023-07-10 17:19:42,2023-07-10 17:37:10,"vacc and fecal","lvh","doctor",NA,17,"preventative care exam"
"8856","sick","12",2022-11-29 08:59:29,2022-11-29 09:21:48,NA,"lvh","doctor",NA,22,"sick"
"8856","preventative care exam","12",2023-03-21 09:42:01,2023-03-21 10:00:41,NA,"lvh","doctor",NA,19,"preventative care exam"
"13966","preventative care exam","11",2023-07-12 17:00:50,2023-07-12 17:17:22,NA,"mpv","doctor",NA,17,"preventative care exam"
"22665","preventative care exam","6",2023-02-23 13:04:30,2023-02-23 13:47:06,NA,"mpv","doctor",NA,43,"preventative care exam"
"17730","preventative care exam","6",2023-02-23 13:04:43,2023-02-23 13:47:06,NA,"mpv","doctor",NA,42,"preventative care exam"
"17729","senior exam","6",2023-03-02 15:13:01,2023-03-02 15:48:42,NA,"mpv","doctor",NA,36,"senior exam"
"17833","senior exam","6",2023-03-02 15:13:12,2023-03-02 15:48:42,NA,"mpv","doctor",NA,36,"senior exam"
"21473","senior exam","6",2023-03-23 12:59:01,2023-03-23 13:20:47,NA,"mpv","doctor",NA,22,"senior exam"
"21492","preventative care exam","6",2023-03-23 13:00:28,2023-03-23 13:20:47,NA,"mpv","doctor",NA,20,"preventative care exam"
